1674,80
1674,85
1674,263
1674,682
1674,683
1674,830
1675,45
1675,152
1675,164
1675,170
1675,585
1675,1065
1675,1066
1677,84
1677,478
1677,781
1677,992
1677,1023
1678,792
1678,793
1679,696
1679,801
1679,802
1680,397
1680,433
1680,434
1680,465
1680,469
1680,687
1680,688
1680,689
1680,693
1680,753
1680,838
1681,149
1681,907
1681,1015
1683,78
1683,79
1683,129
1683,131
1683,132
1683,196
1683,322
1683,429
1683,430
1683,780
1683,814
1683,823
1683,834
1683,843
1683,851
1683,874
1683,880
1683,928
1683,941
1683,974
1683,1034
1683,1035
1683,1075
1684,46
1684,193
1684,300
1684,301
1684,369
1684,409
1684,519
1684,906
1684,996
1684,1019
1686,62
1686,63
1686,65
1686,148
1686,149
1686,229
1686,246
1686,708
1686,1001
1687,565
1687,721
1687,736
1687,761
1687,782
1687,872
1687,1066
1688,142
1688,205
1688,332
1688,333
1688,573
1688,1048
1689,81
1689,149
1689,152
1689,165
1689,201
1689,202
1689,711
1689,713
1689,904
1689,952
1689,953
1689,954
1689,1015
1691,195
1691,401
1691,448
1691,634
1691,641
1691,645
1691,647
1691,648
1691,649
1691,650
1691,651
1691,660
1691,672
1691,679
1691,680
1691,765
1692,47
1692,212
1692,256
1692,347
1692,400
1692,401
1692,407
1692,411
1692,412
1692,437
1692,439
1692,442
1692,444
1692,456
1692,481
1692,488
1692,578
1692,584
1692,585
1692,621
1692,633
1692,676
1692,683
1692,712
1692,727
1692,731
1692,767
1692,813
1692,1001
1692,1082
1693,66
1693,98
1693,175
1693,176
1693,528
1693,686
1693,752
1693,759
1693,760
1693,853
1694,149
1695,149
1695,229
1696,93
1696,103
1696,170
1696,249
1696,958
1697,142
1697,168
1697,361
1697,366
1697,394
1697,436
1697,529
1697,1000
1697,1065
1697,1066
1698,60
1698,191
1698,204
1698,205
1698,207
1698,342
1698,432
1698,828
1698,927
1700,102
1700,232
1700,346
1700,414
1700,442
1700,456
1700,477
1700,489
1700,574
1700,579
1700,615
1700,628
1700,629
1700,724
1700,737
1700,775
1700,1083
1700,1086
1700,1091
1700,1095
1700,1096
1700,1097
1700,1102
1701,59
1701,66
1701,71
1701,100
1701,113
1701,115
1701,122
1701,233
1701,264
1701,266
1701,305
1701,318
1701,320
1701,321
1701,340
1701,398
1701,661
1701,709
1701,726
1701,765
1701,845
1701,856
1701,977
1701,979
1701,1029
1701,1032
1701,1057
1702,50
1702,51
1702,359
1703,97
1703,142
1703,368
1703,369
1703,433
1703,434
1703,465
1703,469
1703,473
1703,511
1703,526
1703,688
1703,693
1704,157
1704,158
1704,199
1704,200
1704,310
1704,312
1704,379
1704,391
1704,393
1704,729
1704,818
1704,820
1704,841
1704,847
1704,860
1704,867
1704,901
1704,902
1704,924
1704,933
1704,953
1704,956
1704,970
1704,1060
1704,1061
1704,1070
1704,1092
1705,167
1705,172
1705,190
1705,251
1705,252
1705,263
1705,264
1705,265
1705,266
1705,288
1705,294
1705,304
1705,308
1705,314
1705,433
1705,529
1705,645
1705,646
1705,647
1705,699
1705,789
1705,919
1705,964
1705,1065
1705,1066
1706,532
1709,316
1709,421
1709,505
1710,48
1710,53
1710,54
1710,90
1710,91
1710,114
1710,121
1710,128
1710,250
1710,275
1710,276
1710,299
1710,321
1710,328
1710,330
1710,343
1710,359
1710,391
1710,429
1710,568
1710,569
1710,662
1710,701
1710,874
1710,945
1710,1076
1710,1077
1710,1101
1711,48
1711,55
1711,58
1711,72
1711,205
1711,235
1711,237
1711,243
1711,329
1711,421
1711,432
1711,450
1711,507
1711,515
1711,554
1711,739
1711,745
1711,860
1711,913
1711,920
1711,927
1711,1021
1711,1082
1711,1096
1712,70
1712,77
1712,350
1712,351
1712,355
1712,447
1712,490
1712,750
1712,1039
1712,1086
1714,239
1714,314
1714,463
1714,565
1714,583
1714,762
1714,887
1714,935
1714,964
1714,972
1714,997
1715,67
1715,96
1715,144
1715,171
1715,216
1715,257
1715,262
1715,292
1715,313
1715,318
1715,331
1715,428
1715,461
1715,654
1715,656
1715,659
1715,661
1715,750
1715,1020
1715,1024
1715,1028
1716,90
1716,165
1716,206
1716,275
1716,352
1716,399
1716,436
1716,520
1716,569
1717,271
1717,275
1717,332
1717,333
1717,336
1717,436
1717,533
1717,569
1717,573
1717,577
1717,779
1717,1048
1717,1090
1718,137
1718,461
1718,462
1718,567
1718,575
1718,749
1718,750
1718,846
1718,926
1718,986
1721,56
1721,137
1721,142
1721,219
1721,331
1721,525
1721,575
1721,734
1721,749
1721,750
1721,751
1721,986
1724,47
1724,138
1724,210
1724,255
1724,401
1724,407
1724,578
1724,683
1724,727
1724,731
1724,757
1724,813
1725,156
1725,158
1725,160
1725,302
1725,481
1725,956
1725,957
1726,47
1726,52
1726,212
1726,347
1726,400
1726,401
1726,407
1726,410
1726,411
1726,439
1726,477
1726,481
1726,543
1726,585
1726,676
1726,683
1726,724
1726,767
1727,189
1727,212
1727,298
1727,412
1727,685
1727,813
1728,403
1728,478
1728,731
1728,781
1728,813
1728,844
1729,48
1729,194
1729,400
1729,401
1729,575
1729,727
1729,731
1730,189
1730,255
1730,578
1730,709
1731,138
1731,219
1731,224
1731,255
1731,401
1731,481
1731,502
1731,683
1731,737
1731,955
1731,957
1731,1080
1737,193
1737,395
1737,409
1737,469
1737,472
1737,511
1737,515
1737,526
1737,567
1737,605
1737,692
1737,693
1739,92
1739,374
1739,400
1739,401
1739,411
1739,414
1739,448
1739,665
1740,68
1740,175
1740,181
1740,522
1742,413
1742,584
1744,400
1744,401
1744,412
1744,633
1744,755
1745,633
1746,628
1746,633
1747,437
1747,633
1748,401
1749,439
1751,977
1752,440
1754,694
1754,730
1754,909
1755,685
1757,547
1757,1026
1758,483
1760,66
1762,712
1765,483
1765,502
1765,538
1765,542
1765,844
1766,739
1770,734
1770,988
1783,369
1784,726
1784,1057
1785,162
1785,784
1785,1033
1786,438
1786,727
1787,481
1787,727
